bill_id,state,identifier,first_action_date,bill_title,post_id,post_date,cosine_similarity,post_text,manual_alignment_valid,manual_notes
ocd-bill/0209ca1f-d68d-4fec-a659-789de83c76ec,Minnesota,HF 4990,2026-04-16 00:00:00+00:00,"Criteria for preapplication evaluations of water appropriations for certain data centers modified, data centers' electricity sales exempted in calculating a utility's solar energy standard, other data center exemptions provided, and data center energy generation redundancy provided.",1242363734651008,2026-06-19 23:35:43+00:00,0.16339172732035623,"Datacenters are driving unprecedented growth in the US clean energy industry, paradoxically boosting a sector that was sputtering before the artificial intelligence boom even as AI’s rollout creates immense environmental challenges.

However, observers caution that while the centers are propelling wind, solar, and other clean energy companies, datacenters remain a climate nightmare.

Utilities across the US are racing to build new fossil-fuel plants to accommodate the facilities, or are keeping ageing gas and coal plants online to meet the staggering demands of datacenters. In Michigan and other states, the centers have effectively derailed the grids’ planned transitions to renewable energy.

The gas industry is powering much of the datacenter boom, including fracking firms and pipeline companies. Some gas companies are building new plants solely to serve datacenters, and the industry has the added benefit of the Trump administration’s support.

However, supply chain snags, regulatory delays, energy generation shortages and other issues are holding up datacenters’ connections to the electric grid by as much as 12 years, and the delay is forcing big tech to throw huge sums of money at producing its own power through the quickest and cheapest alternatives – battery storage, solar, wind, fuel cells, and similar technology.

“It is unquestionable that the increase in electricity sales is driving an increase in renewables,” said Douglas Jester, a clean energy consultant with 5 Lak",,
ocd-bill/05f7003f-c4c0-4dd4-9cff-d587a2816d39,Illinois,SB 3830,2026-02-06 00:00:00+00:00,DATA CENTERS-VARIOUS,1719008199350123,2026-04-20 15:39:34+00:00,0.16333747652234967,"Illinois Data Center madness: Democrats are responsible a huge majority of the Data Centers in Illinois. The map shows Red/Blue and the number of Data centers in each Illinois Congressional District.

The Numbers : 

Current number of data centers: 
122 in Democrat districts
2 in Republican Districts

Planned (future Data Centers):

119 in Democrat Districts
12 in Republican Districts

Conclusion: Who you elect in Congress plays a large part in whether a data center is located in your community. Yes, Democrats in Illinois are responsible for the much higher electric bills you are paying as a result of data centers. Democrats are almost entirely responsible for the noise emitted by Data Centers, and Democrats will be responsible for future water shortages associated with data centers in your community.

Every time you elect a Democrat in Congress, you increase the chances of a data center being located next to your home.

#DataCenter #Congressionalmaps #DataCentersIllinois #Democrats #fairandbalanced   #dekalbillinoisissues",,
ocd-bill/97d7333d-11e2-4174-a4d5-5837fa61ba53,Virginia,SB 192,2024-01-08 00:00:00+00:00,Retail Sales and Use Tax; certain exemption for data centers.,4369078569903300,2024-01-31 17:00:07+00:00,0.1503882721742483,"Democratic state Senator Creigh Deeds says the idea is to think of utility-scale renewable energy from a statewide perspective rather than as a strictly local issue. 

But some residents, particularly in Southside Virginia, have expressed concern about solar facilities’ impact on available agricultural and forestry land, property values, scenic views and the environment. Soil erosion and poor stormwater quality are of particular concern.

Developing new sources of renewable energy is a stated goal of the Virginia Clean Economy Act.

“The reality is, we’re not even close to hitting our targets, and we’ve had all this demand created by data centers,” Deeds said. 

Data centers are physical facilities that house computers and hardware for tech companies, including Amazon, Google and Microsoft. The largest concentration of data centers in the U.S. is in Northern Virginia.

#solar #solarenergy #renewableenergy #solarfarm #virginia #datacenter",,
ocd-bill/cb1b350e-c19e-4e56-8301-085c3ad015fc,Virginia,HB 116,2024-01-01 00:00:00+00:00,Retail Sales and Use tax; exemption for data centers.,4369078569903300,2024-01-31 17:00:07+00:00,0.1488202047915756,"Democratic state Senator Creigh Deeds says the idea is to think of utility-scale renewable energy from a statewide perspective rather than as a strictly local issue. 

But some residents, particularly in Southside Virginia, have expressed concern about solar facilities’ impact on available agricultural and forestry land, property values, scenic views and the environment. Soil erosion and poor stormwater quality are of particular concern.

Developing new sources of renewable energy is a stated goal of the Virginia Clean Economy Act.

“The reality is, we’re not even close to hitting our targets, and we’ve had all this demand created by data centers,” Deeds said. 

Data centers are physical facilities that house computers and hardware for tech companies, including Amazon, Google and Microsoft. The largest concentration of data centers in the U.S. is in Northern Virginia.

#solar #solarenergy #renewableenergy #solarfarm #virginia #datacenter",,
ocd-bill/715d5a62-c2cd-4b6c-ad18-0d02d1ed7a7f,Maryland,HB 1411,2026-02-13 00:00:00+00:00,Data Center Planning and Transparency Act,2555716478181513,2026-05-05 14:01:01+00:00,0.1444059449992453,"You may be shocked to find out that the Moore Administration has been encouraging the construction of data centers on this Department of Commerce website: https://business.maryland.gov/key-industries/data-centers/ 

During Governor Moore’s May 9 (2024) press conference where he signed the Act into law, he remarked, “This bill is going to supercharge the data center industry in Maryland, so we can unleash more economic potential and create more good paying union jobs.” This was on Senate Bill 474 from 2024. 

He even vetoed a bill that would have required a study and analysis of the impact of data centers. Thankfully, the Maryland General Assembly overrode his veto. We will have the report on September 1, 2026. I know I'll be reading that ASAP. In the meantime, I'd recommend delaying any further discussions, planning, and zoning, etc. on data centers until we know more. 

Here's the report from last year: https://foxbaltimore.com/spotlight-on-maryland/moore-expected-to-veto-bipartisan-data-center-bill-federal-court-doesnt-make-decision 

#datacenters #nothere #baltimorecounty #carrollcounty #farmcountry #farmersforfox #datacenter #bigenergy #energy #marylandenergy",,
ocd-bill/16a8f60c-9661-44c7-8d01-97702b383336,Illinois,SB 4016,2026-02-06 00:00:00+00:00,HYPERSCALE DATA CENTERS,1719008199350123,2026-04-20 15:39:34+00:00,0.139106459698545,"Illinois Data Center madness: Democrats are responsible a huge majority of the Data Centers in Illinois. The map shows Red/Blue and the number of Data centers in each Illinois Congressional District.

The Numbers : 

Current number of data centers: 
122 in Democrat districts
2 in Republican Districts

Planned (future Data Centers):

119 in Democrat Districts
12 in Republican Districts

Conclusion: Who you elect in Congress plays a large part in whether a data center is located in your community. Yes, Democrats in Illinois are responsible for the much higher electric bills you are paying as a result of data centers. Democrats are almost entirely responsible for the noise emitted by Data Centers, and Democrats will be responsible for future water shortages associated with data centers in your community.

Every time you elect a Democrat in Congress, you increase the chances of a data center being located next to your home.

#DataCenter #Congressionalmaps #DataCentersIllinois #Democrats #fairandbalanced   #dekalbillinoisissues",,
ocd-bill/4150356f-a4b4-44e9-98ef-9ccaa2727697,Illinois,HB 5513,2026-02-06 00:00:00+00:00,HYPERSCALE DATA CENTERS,1719008199350123,2026-04-20 15:39:34+00:00,0.139106459698545,"Illinois Data Center madness: Democrats are responsible a huge majority of the Data Centers in Illinois. The map shows Red/Blue and the number of Data centers in each Illinois Congressional District.

The Numbers : 

Current number of data centers: 
122 in Democrat districts
2 in Republican Districts

Planned (future Data Centers):

119 in Democrat Districts
12 in Republican Districts

Conclusion: Who you elect in Congress plays a large part in whether a data center is located in your community. Yes, Democrats in Illinois are responsible for the much higher electric bills you are paying as a result of data centers. Democrats are almost entirely responsible for the noise emitted by Data Centers, and Democrats will be responsible for future water shortages associated with data centers in your community.

Every time you elect a Democrat in Congress, you increase the chances of a data center being located next to your home.

#DataCenter #Congressionalmaps #DataCentersIllinois #Democrats #fairandbalanced   #dekalbillinoisissues",,
ocd-bill/aaad1779-85ba-4ff5-9a4a-61632470973b,Virginia,HB 607,2026-01-13 00:00:00+00:00,"Aggregate air pollution; Department of Environmental Quality to study, data center generators.",1829150211579858,2026-03-27 21:17:32+00:00,0.13837286172505292,"During a public comment period held at Louisa County Middle School on March 19, 21 individuals cited concerns with a draft permit that would allow Amazon Data Services, Inc. to release 280,000 gallons of treated non-contact cooling water per day into Sedges Creek at Lake Anna. The water would be used to cool IT equipment inside the Lake Anna Technology Campus, one of the two Amazon Web Services (AWS) data centers currently under construction in Louisa County. 

Lauren Voluck, an environmental program manager with AWS, was the first to speak as a representative of the applicant. Voluck shared that she has spent over 20 years in the environmental field protecting natural resources, including 14 years as an environmental regulator with the U.S. Army Corps of Engineers.

“I joined AWS because environmental responsibility is one of Amazon’s core principles, and they are dedicated to being good neighbors,” Voluck said. “Here in Louisa County, we recognize the unique and important nature that Lake Anna has to the community in Central Virginia.”

Voluck stated that AWS is following the regulatory process, which includes applying for the Virginia Pollutant Discharge Elimination System Permit (VPDES) from the Virginia Department of Environmental Quality (DEQ) which would allow them to release the 280,000 gallons of non-contact cooling water into Sedges Creek. The creek is a stream that runs through the Lake Anna Technology Campus and empties into Dominion’s Waste Heat treatment facilit",,
ocd-bill/f0be12cb-c35a-4af1-a2dd-32ffdc77e12a,Virginia,HB 607,2026-01-13 00:00:00+00:00,"Aggregate air pollution; Department of Environmental Quality to study, data center generators.",1829150211579858,2026-03-27 21:17:32+00:00,0.13837286172505292,"During a public comment period held at Louisa County Middle School on March 19, 21 individuals cited concerns with a draft permit that would allow Amazon Data Services, Inc. to release 280,000 gallons of treated non-contact cooling water per day into Sedges Creek at Lake Anna. The water would be used to cool IT equipment inside the Lake Anna Technology Campus, one of the two Amazon Web Services (AWS) data centers currently under construction in Louisa County. 

Lauren Voluck, an environmental program manager with AWS, was the first to speak as a representative of the applicant. Voluck shared that she has spent over 20 years in the environmental field protecting natural resources, including 14 years as an environmental regulator with the U.S. Army Corps of Engineers.

“I joined AWS because environmental responsibility is one of Amazon’s core principles, and they are dedicated to being good neighbors,” Voluck said. “Here in Louisa County, we recognize the unique and important nature that Lake Anna has to the community in Central Virginia.”

Voluck stated that AWS is following the regulatory process, which includes applying for the Virginia Pollutant Discharge Elimination System Permit (VPDES) from the Virginia Department of Environmental Quality (DEQ) which would allow them to release the 280,000 gallons of non-contact cooling water into Sedges Creek. The creek is a stream that runs through the Lake Anna Technology Campus and empties into Dominion’s Waste Heat treatment facilit",,
ocd-bill/417fbfeb-2949-4bb1-8313-8484fc82f178,Virginia,HB 591,2026-01-13 00:00:00+00:00,Data centers; policy of the Commonwealth.,1745454970136302,2026-03-25 22:32:54+00:00,0.12902707791373302,"These AI data centers require nonstop power to run high intensity chips and cooling systems and utilities are building new infrastructure to keep up. That cost does not disappear. It gets pushed onto everyday people through higher monthly bills. Reports show communities near these facilities seeing sharp increases and in some cases triple digit jumps over time. That is not a coincidence. That is demand being shifted down to consumers while corporations scale profits 💰

#AI #EnergyCrisis #BigTech #aoc #datacenter 

AI data centers energy costs United States electricity bills Big Tech infrastructure demand Amazon Google Microsoft power grid utilities cost increase data centers Texas Virginia Arizona energy consumption AI impact on consumers",,
ocd-bill/58f768a2-d6fb-49d4-8d20-c7ace46ac198,Virginia,HB 591,2026-01-13 00:00:00+00:00,Data centers; policy of the Commonwealth.,1745454970136302,2026-03-25 22:32:54+00:00,0.12902707791373302,"These AI data centers require nonstop power to run high intensity chips and cooling systems and utilities are building new infrastructure to keep up. That cost does not disappear. It gets pushed onto everyday people through higher monthly bills. Reports show communities near these facilities seeing sharp increases and in some cases triple digit jumps over time. That is not a coincidence. That is demand being shifted down to consumers while corporations scale profits 💰

#AI #EnergyCrisis #BigTech #aoc #datacenter 

AI data centers energy costs United States electricity bills Big Tech infrastructure demand Amazon Google Microsoft power grid utilities cost increase data centers Texas Virginia Arizona energy consumption AI impact on consumers",,
ocd-bill/6a1efccb-460c-4578-9741-73b680bb231a,Oklahoma,HB 3392,2026-02-02 00:00:00+00:00,Oklahoma Corporation Commission; defining term; requiring Oklahoma Corporation Commission conduct certain study; effective date.,1294355456112927,2026-03-21 21:12:09+00:00,0.12406620508369884,"⚡ DATA CENTER POWER GRAB: HB 2992 IS A JOKE ⚡

Let’s stop pretending.

HB 2992 is being sold as “protection” against massive data center power consumption.

But when you actually read it… it doesn’t do anything meaningful.

So here are the only three possibilities—and it has to be one of them 👇

👉 Legislators are too ignorant to understand their own bill

👉 Someone lied to them about what it does—and they blindly trusted it

👉 Or they are lying to YOU and hoping you won’t notice

We noticed! There isn’t a fourth option.

Because this bill:

👉 Doesn’t clearly prohibit shifting costs onto you, at all!

👉 Uses vague, feel-good language like “fair” and “unjust” with no real definition. And it’s for Kim David and gang at the Corp. Commission to decide! Fat chance!

👉 Creates ZERO real enforcement mechanism you can use. None! 

And here’s the kicker…

👉 ONLY the Corporation Commission can enforce it (how convenient)

That means YOU—the ratepayers—are completely sidelined. You are just helpless passengers! 

So when a billion-dollar data center plugs into the grid and your bill goes up to pay for the infrastructure…

You don’t get to challenge it.
You don’t get to fight it.
You just get to pay it.

This isn’t protection.
This is a campaign talking point dressed up as legislation. Seriously, that’s why so many are signing up as co authors. It looks good! 

Something they can point to and say,

“Look, we fixed it!”

…while making sure nothing actually changes. Well except taking away ",,
ocd-bill/f723ae65-c2de-4b4e-84ef-ac6795efd37f,Virginia,HB 116,2024-01-01 00:00:00+00:00,Retail Sales and Use tax; exemption for data centers.,4369078569903300,2024-01-31 17:00:07+00:00,0.1239208332668906,"Democratic state Senator Creigh Deeds says the idea is to think of utility-scale renewable energy from a statewide perspective rather than as a strictly local issue. 

But some residents, particularly in Southside Virginia, have expressed concern about solar facilities’ impact on available agricultural and forestry land, property values, scenic views and the environment. Soil erosion and poor stormwater quality are of particular concern.

Developing new sources of renewable energy is a stated goal of the Virginia Clean Economy Act.

“The reality is, we’re not even close to hitting our targets, and we’ve had all this demand created by data centers,” Deeds said. 

Data centers are physical facilities that house computers and hardware for tech companies, including Amazon, Google and Microsoft. The largest concentration of data centers in the U.S. is in Northern Virginia.

#solar #solarenergy #renewableenergy #solarfarm #virginia #datacenter",,
ocd-bill/7976e697-6181-4cb8-86ff-0f684bba8ee5,Indiana,SB 79,2025-12-08 00:00:00+00:00,Data center development.,1931764390705584,2026-01-15 22:16:04+00:00,0.1238914949898611,"The Hobart Indiana Data Center is located closer to Lake Michigan than most folks realize. It’s actually 12 miles as the crow flies, and 16 miles using a 100% waterway, from Deep River (Hobart) to Lake Michigan. The effect of Data Centers on the Great Lakes is an important issue that should be looked into. The Great Lakes Region is undergoing one of the most dramatic structural shifts in electricity demand it’s seen in decades, driven almost entirely by the rapid expansion of Data Centers.
     In January 2026, the Center of Economic & Policy Studies at the University of Virginia published a lengthy, fact-based report titled Economic, Fiscal, and Energy-related Impacts of Data Centers in the Great Lakes Region. This report is 135 pages long, but here are some excerpts that should peak some interest in the impact of Data Centers on the Great Lakes. Since Hobart Indiana Data Center is within the Great Lakes Region, we felt is pertinent to reveal some of the key points exposed in the report.
    “The Great Lakes region now hosts nearly one-fifth of all U.S. data center facilities, with growth expected to exceed national averages through the end of the decade. Using detailed S&P Global facility data, this report provides the first unified regional assessment of location patterns, energy requirements, and economic impacts across the eight Great Lakes states.” 
     “In states such as Illinois, Ohio, Minnesota, and Indiana, there will be steep increases, and in some states data cen",,
ocd-bill/87dcaa13-cc86-42d3-9c46-387c163a4da6,Virginia,HB 496,2026-01-12 00:00:00+00:00,"Certain data from water users; water use consumption for domestic, etc., purposes, data centers.",1829150211579858,2026-03-27 21:17:32+00:00,0.11905316381335462,"During a public comment period held at Louisa County Middle School on March 19, 21 individuals cited concerns with a draft permit that would allow Amazon Data Services, Inc. to release 280,000 gallons of treated non-contact cooling water per day into Sedges Creek at Lake Anna. The water would be used to cool IT equipment inside the Lake Anna Technology Campus, one of the two Amazon Web Services (AWS) data centers currently under construction in Louisa County. 

Lauren Voluck, an environmental program manager with AWS, was the first to speak as a representative of the applicant. Voluck shared that she has spent over 20 years in the environmental field protecting natural resources, including 14 years as an environmental regulator with the U.S. Army Corps of Engineers.

“I joined AWS because environmental responsibility is one of Amazon’s core principles, and they are dedicated to being good neighbors,” Voluck said. “Here in Louisa County, we recognize the unique and important nature that Lake Anna has to the community in Central Virginia.”

Voluck stated that AWS is following the regulatory process, which includes applying for the Virginia Pollutant Discharge Elimination System Permit (VPDES) from the Virginia Department of Environmental Quality (DEQ) which would allow them to release the 280,000 gallons of non-contact cooling water into Sedges Creek. The creek is a stream that runs through the Lake Anna Technology Campus and empties into Dominion’s Waste Heat treatment facilit",,
ocd-bill/0b2ccafc-5f6e-40e0-9b85-1bec5341f3f6,Virginia,SB 553,2026-01-14 00:00:00+00:00,"Certain data from water users; water use consumption for domestic, etc., purposes, data centers.",1829150211579858,2026-03-27 21:17:32+00:00,0.1190184280421595,"During a public comment period held at Louisa County Middle School on March 19, 21 individuals cited concerns with a draft permit that would allow Amazon Data Services, Inc. to release 280,000 gallons of treated non-contact cooling water per day into Sedges Creek at Lake Anna. The water would be used to cool IT equipment inside the Lake Anna Technology Campus, one of the two Amazon Web Services (AWS) data centers currently under construction in Louisa County. 

Lauren Voluck, an environmental program manager with AWS, was the first to speak as a representative of the applicant. Voluck shared that she has spent over 20 years in the environmental field protecting natural resources, including 14 years as an environmental regulator with the U.S. Army Corps of Engineers.

“I joined AWS because environmental responsibility is one of Amazon’s core principles, and they are dedicated to being good neighbors,” Voluck said. “Here in Louisa County, we recognize the unique and important nature that Lake Anna has to the community in Central Virginia.”

Voluck stated that AWS is following the regulatory process, which includes applying for the Virginia Pollutant Discharge Elimination System Permit (VPDES) from the Virginia Department of Environmental Quality (DEQ) which would allow them to release the 280,000 gallons of non-contact cooling water into Sedges Creek. The creek is a stream that runs through the Lake Anna Technology Campus and empties into Dominion’s Waste Heat treatment facilit",,
ocd-bill/1bd123c8-254b-4cb2-b89c-8b7765adfe82,Virginia,HB 1010,2024-01-10 00:00:00+00:00,"Data centers; sitings near parks, schools, and residential areas.",400981655934238,2024-02-07 20:55:24+00:00,0.11873265096899882,"⚡️🔌 Data centers use a staggering amount of electricity. As of 2022, they consumed about 21% of Virginia’s power, but they are the only growing sector of electricity demand in the state. In fact, there are so many new facilities being proposed and approved that this single industry is projected to drive Virginia's peak energy demand to double from current levels by 2040.

This explosive growth threatens to derail state efforts to meet climate goals, improve air and water quality, advance land conservation, and protect national and state parks. 

To make matters even worse, ordinary ratepayers throughout the state will foot the bill to build out the electric transmission and generation projects that are required to keep the data center industry afloat. Yet, the Commonwealth does not currently have any regulatory oversight of data center development. 

Learn more and take action at https://pecva.org/datacenters

Watch the full video at https://youtu.be/fAPusgiz4B8?si=GmMAh4iNGPewchqO

#climatechange #electricty #energy #datacenter #artificialintelligence #ai #virginia",,
ocd-bill/ef77ab97-6c80-4a4e-bcd3-71c68f207337,Virginia,SB 466,2026-01-13 00:00:00+00:00,"Electric utilities; cost recovery, costs substantially related to serving data center customers.",1745454970136302,2026-03-25 22:32:54+00:00,0.11828651339418328,"These AI data centers require nonstop power to run high intensity chips and cooling systems and utilities are building new infrastructure to keep up. That cost does not disappear. It gets pushed onto everyday people through higher monthly bills. Reports show communities near these facilities seeing sharp increases and in some cases triple digit jumps over time. That is not a coincidence. That is demand being shifted down to consumers while corporations scale profits 💰

#AI #EnergyCrisis #BigTech #aoc #datacenter 

AI data centers energy costs United States electricity bills Big Tech infrastructure demand Amazon Google Microsoft power grid utilities cost increase data centers Texas Virginia Arizona energy consumption AI impact on consumers",,
