id,creation_time,state,state_mentions_in_post,potential_false_match_reason,text,manual_state_context_valid,manual_notes
1000826426316096,2026-07-15 15:33:53+00:00,California,2,state mention is not evidence of post origin,"SALEM COULD GET ITS FIRST DATA CENTER

A California developer wants to build a $5.1 billion data center campus in southeast Salem, and the proposal is already drawing sharp lines through the community.

Verrus is proposing Oakline at Mill Creek, a three-building campus and utility substation on roughly 75 acres near Turner Road SE and Deer Park Drive SE in the Mill Creek Corporate Center. The project has not been approved, and City Manager Krishna Namburi says the city is evaluating it, not advocating for it.

If built, it would be Salem's first data center and one of the largest private investments in city history.

The numbers are big. The city estimates roughly $9 million a year for the general fund once tax revenue kicks in after the first three years, plus about $1.5 million annually for the community livability levy and around 75 permanent jobs. Verrus says construction would create over a thousand local trade jobs at prevailing wage.

So are the questions. Residents and conservation advocates are raising concerns about water use, power demand, and what they argue was insufficient early public notice. Verrus first approached the city through SEDCOR in March 2025, and the city signed a non-disclosure agreement while the company scouted locations, months before the public heard a word. Worth noting: Verrus's own marketing promises NDA-free relationships with local governments.

The site is already zoned Employment Center, where data centers are an outright permitted use — meaning no rezoning is required. The company says it will use battery storage and closed-loop cooling to limit water use, and under a new PUC rate structure, data centers pay higher electric rates while residential customers see a slight decrease.

The proposal still has to clear Salem's full planning and regulatory review. We'll be following it.

What do you think — right fit for Salem, or wrong neighbor for Mill Creek?

#Salem #SalemOregon #PolkCounty #Oregon #DataCenter #AI #LocalNews #Community #Economy #PNW",,
910323971363610,2024-09-05 12:02:37+00:00,Texas,2,state mention is not evidence of post origin,"Bitdeer reported the mining and operations updates in August 2024, with key highlights following:

-Successfully closed $172.5M in 8.50% convertible senior notes to fund datacenter expansion, ASIC mining rig development, and more.
-Bitdeer's global electrical capacity has reached 2,540 MW, with a pipeline capacity of 1,645 MW set to boost operations further. The construction of our mining datacenter in Norway, Texas, Ohio, and Bhutan is progressing smoothly.
-SEALMINER A1 mass production is on track for Q4 2024, adding 3.4 EH/s to Bitdeer's proprietary hashrate. TSMC will deliver SEAL02 wafers in mid-September, with mass production scheduled by year-end if testing is successful.
-NVIDIA DGX SuperPod-powered AI Cloud services maintained near 100% utilization.

Read the full update here: https://ir.bitdeer.com/news-releases/news-release-details/bitdeer-announces-august-2024-production-and-operations-update

#BTDR #BTC #bitcoin #bitcoinmining #business #investors",,
1354271726255903,2026-03-01 04:09:21+00:00,Oklahoma,1,state mention is not evidence of post origin,"🚨📺 This weekend on THE MONEY BLOCK™ we have Caulene MacDonald from Stand with Crypto on the show to talk about #Bitcoin mining & #AI data centers. A COMING ENERGY CRISIS?? Watch Here: https://youtu.be/7Y-1aTWmXyc?si=Xk4YrXksnA7qozbK

Tune in every Saturday at 3pm ET in 🇺🇸82 cities/markets with Biz Television! 

#BTC #Energy #crypto #DataCenter #cryptocurrencies #BizTV #Oklahoma",,
1397771002240592,2026-07-10 14:32:11+00:00,Kentucky,1,state mention is not evidence of post origin,"'I HAVE TO HELP THESE PEOPLE FIGHT': Burgin residents packed city hall Thursday night, voicing overwhelming opposition to a proposed data center they say threatens farmland, water resources and their community's future.

#datacenter #kentucky #fights",,
917428430865500,2024-12-05 13:42:56+00:00,Texas,1,state mention is not evidence of post origin,"Bitdeer announced November 2024 production and operations update, with the key highlights following:

👉SEALMINER A2 secured wafer capacity to generate ~35 EH/s hashrate in 2025, increased from 18 EH/s. The initial allocation of ~30,000 units (~7 EH/s) for external sales has been fully reserved by customers.
👉1.1 GW of new power capacity on track to come online in 2025. Tydal, Norway's 40 MW phase 1 expansion was expected to be ready by December 2024; Rockdale, Texas's 100 MW hydro-cooling conversion is on track for phased completion during Q1 2025. Jigmeling, Bhutan's 500 MW construction is on track with the primary substation expected to be completed by Q1 2025.
👉Closed a US$400 million convertible notes offering to accelerate datacenter expansion, ASIC mining rig development and manufacture, working capital, and other general corporate purposes.
👉Deployed an early batch of NVIDIA H200 in our Tier 3 datacenter. Expanded AI Cloud services to the United States and Holland, now hosted from Singapore, Canada, the United States, and Holland.

Learn more here: https://ir.bitdeer.com/news-releases/news-release-details/bitdeer-announces-november-2024-production-and-operations-update

#BTDR #BTC #bitcoin #bitcoinmining #business #investors #SEALMINER #bitcoin100k",,
1543119851183157,2025-12-28 05:28:33+00:00,New York,1,state mention is not evidence of post origin,"AI systems in 2025 released as much CO₂ as the entire city of New York.

That’s the estimate from new research by Dutch analyst Alex de Vries-Gao, who has published the first attempt to isolate the environmental footprint of AI specifically — not just datacenters in general.

The numbers are staggering. He estimates that AI systems emitted up to 80 million metric tons of CO₂ this year alone. That’s more than 8% of all aviation emissions, and comparable to one of the world’s largest cities.

And it’s not just carbon. AI also consumes enormous amounts of water, largely to cool the massive servers that power large language models and image generators. In 2025, de Vries-Gao found that AI-related water use alone exceeded 765 billion liters — more than all bottled water consumed globally. It’s also more than a third higher than previous estimates for all datacenter water use combined.

The power demand is growing fast. The International Energy Agency reports that AI-focused datacenters now use as much electricity as aluminum smelters — and usage is expected to double by 2030. One planned hyperscale datacenter in the UK is projected to emit over 180,000 tons of CO₂ per year — more than 24,000 homes.

In places like India, datacenter expansion is being fueled by diesel backup power, raising fears of even dirtier emissions. And while companies like Google report modest efficiency gains, environmental disclosures remain incomplete. Many fail to account for water or upstream energy impacts.

The convenience of AI may feel weightless, but it has a real footprint. One we’re barely measuring — and already struggling to control.

Learn more:
""AI boom has caused same CO2 emissions in 2025 as New York City, report claims."" The Guardian, 2025.",,
1636279358136242,2026-02-15 14:13:52+00:00,Virginia,1,state mention is not evidence of post origin,"Computer data centers in Virginia rely on gold-plated connectors to maintain high-speed internet traffic. Each server rack can house $300 in gold, facilitating the rapid transfer of data that powers the American digital economy and ensures that communication remains seamless across all fifty states. #DataCenter #Virginia #TechGold #Connectivity",,
27594158626942792,2026-07-23 09:41:09+00:00,Texas,1,state mention is not evidence of post origin,"Galaxy Digital is planning to raise approximately $3.5 billion through its first-ever junk bond sale to help finance the expansion of its Helios AI data center campus in Texas. The facility is backed by long-term agreements with AI cloud provider CoreWeave, reflecting the growing demand for high-performance computing infrastructure driven by artificial intelligence.

The bond offering will help fund construction costs and establish reserves for future debt payments. Morgan Stanley and Goldman Sachs are leading the sale, with investors attracted by long-term leasing agreements expected to generate more than $1 billion in annual revenue. The financing highlights how AI infrastructure projects are increasingly relying on debt markets to support rapid expansion.

#GalaxyDigital #CoreWeave #AI #ArtificialIntelligence #DataCenter #CloudComputing #JunkBonds #Finance #WallStreet",,
792831540539361,2024-02-29 11:26:48+00:00,Illinois,6,state mention is not evidence of post origin,"চলুন ঘুরে দেখি আমেরিকার ডাটা সেন্টার | USA Data Center Tour | Best Data Center in US

Alpha Net maintains private cloud infrastructure at thirteen state-of-the-art Datacenters in the USA. Our USA Head Office is located in Orlando, and Data Centers are located in Florida, Texas, Georgia, Virginia, Missouri, California, Wisconsin, Michigan, Arkansas, North Carolina, Illinois, Massachusetts, New York & New Jersey. More data centers in other states will be added soon.

Top 10 Data Centers in the U.S
New York Data Center
United States Data Centers Locations
US Data Center List
Data Center USA
United States Data Centers
 Data Center Companies in the USA
American Data Center Solutions
best data center
american data center
data center design
server room
server room tour
data center vs server
Installation Network data Server

#AmericanDataCenter
#DataCenterUSA
#USDataCenter
#AmericanTechHub
#USADataInfrastructure
#DataCenterAmerica
#USATechCenter #AmericanDigitalHub
#USATechHub
#USATechNetwork
#datacenter
#ডাটা_সেন্টার
#প্রযুক্তি
#technology
#israfeel_masum
#ict_bangladesh
#CloudUSA
#NewYorkdatacenters
#Texasdatacenters",,
28510903815193595,2026-08-03 13:45:14+00:00,Texas,1,state mention is not evidence of post origin,"A Texas Senate Finance Committee hearing held July 27 examined the state’s sales tax exemptions for data center projects, which could cost the state $3.3 billion in forgone taxes during the 2028-29 budget cycle.

In 2013, the Texas Legislature passed House Bill 1223, which exempted some data centers from paying sales tax on electricity costs, cooling systems, emergency generators and IT equipment. The legislature estimated this would cost about $14.6 million during the bill’s first two years.

In 2015, lawmakers expanded the incentive to larger data centers. Those projects qualify for the same state sales tax exemptions, but also receive them for a longer period and can qualify for local tax exemptions.

“This just shows you how fast the technology has changed, because we literally passed a bill in 2015 … that had a $15 million fiscal note. And now, with everything that’s changed, the exemptions are in the billions of dollars,” State Sen. Paul Bettencourt, R-Houston, said.

The fiscal burden grew rapidly since 2020, when just 10 data centers received tax breaks in Texas. As of July 2026, 138 data centers were certified for the exemption, with five more applications pending.

Several senators questioned whether the state knows how many additional projects are in development.

“There may be some that haven’t come yet … there’s a lot of deliberate secrecy involved in these developmental plans,” said Brad Reynolds, with the Texas Comptroller’s Revenue Estimating Division.

Texas’ incentives continue to attract some of the nation’s largest data center projects, which have been driven by demand for artificial intelligence and cloud computing. Lawmakers spent much of the hearing weighing whether the state’s incentives should continue unchanged or be revisited when the Legislature meets in 2027.

#DataCenter #Texas #Datacenters #AI #money",,
1073383908703932,2026-07-10 14:54:36+00:00,Texas,1,state mention is not evidence of post origin,"Community members packed a city council meeting on Thursday, hoping that Taylor, Texas leaders would consider an ordinance banning new data centers.  

#news #TaylorTX #datacenter #citycouncil #ordinance #Texas #smalltown #shorts #reels #fyp",,
1513884173872341,2026-07-09 19:02:54+00:00,New York,1,state mention is not evidence of post origin,"[Excerpt:]  AI companies want to capture the value created by entire industries. That concentration of wealth and power is society’s greatest risk

Thu 9 Jul 2026 11.00 EDT

Opposition to AI datacenters has emerged as a primary theme in US politics, one that – surprisingly – doesn’t fall along party lines. We applaud people coming together for constructive debate on any issue, and agree that communities need to evaluate whether any economic benefits these datacenters bring is worth their costs. Still, we worry that a focus on datacenters obscures the larger impacts of AI on people’s lives: the concentration of power of AI companies, and their widespread political and financial influence.

Local datacenter opposition is grounded in legitimate concerns about misallocation of land resources when housing is at a premium, pressures on already higher energy prices, and localized environmental impact. Unlike other resource-consuming and polluting industrial facilities, datacenters produce very few jobs. The fact that US opposition to datacenters seems to be most fierce among lower-income communities reflects righteous indignation with an inequitable bargain, where tech companies and developers profit from exploiting local resources but offer little in return. On a global scale, their carbon footprint could grow unsustainably if usage accelerates. And all this is in aid of a technology that many fear will propagate misinformation, take their jobs, or even cause existential risks for humanity.

For some, datacenter opposition may feel like the only tangible mechanism for registering their concern, disapproval, or even anger about AI. The problem is that this may be exactly what the AI companies are banking on. They can overcome the protest when it matters to them, and live with a significant fraction of proposals being defeated. More importantly, focusing political opponents on the datacenter issue obscures the bigger prize they’re after.

While there is a staggering three-quarters of $1tn being spent on datacenter infrastructure by US companies this year alone, this investment should be taken in perspective. The market for enterprise software, for example, is about twice this size. And it’s small compared with what these companies actually want.

AI companies have their eyes set on capturing all the value created by entire industries. The technology has arguably already conquered customer service and consumer sales. But on the horizon are bigger targets, such as enterprise software development, creative design, management and even legal services. In AI companies and their allies’ vision of the future, AI replaces teachers and doctors. The companies would rather spend time fighting resistance to how fast they are building computing infrastructure than dealing with issues of how their products should be used in those fields, or how those fields should be protected from their products.

And while datacenter opposition campaigns have been successful in building widespread appeal, their effectiveness in the US is mixed. They seem to be most successful when organizing against speculative, early-stage datacenter proposals that have a relatively low likelihood to ever see fruition. Meanwhile, advanced-stage, well-capitalized datacenter projects have proven to have the resources to overcome local opposition. An OpenAI- and Oracle-backed facility in Saline township, Michigan, is breaking ground on construction even after local officials voted to reject it. The developers sued the town of 3,000 and forced a settlement that involved their project going forward. Meanwhile, the Trump administration, a vigorous ally of corporate AI, has signalled its willingness to advance AI infrastructure development by overriding state objections and even using federal lands.

Also consider that rampant datacenter development may be a momentary spike rather than a longstanding concern. Demand for the centralized computing that datacenters provide may well decline over time. The leading Chinese labs, such as Z.ai, are innovating in technical mechanisms to make frontier-class models smaller and cheaper to run. AI power users have become adept at miniaturizing open weight models, ones published free for anyone to download and use, to run locally on their own computers. Apple and Google both support infrastructure stacks for running AI models directly on mobile phones. It could be that the current mania for datacenters will look like the fiber optic cable bubble from the early 2000s, as demand shifts to smaller models and AI usage on people’s own devices.

For those concerned primarily with affordability and environmental protection, singling out datacenter construction is misplaced. Energy rates and inflation today seem to be most visibly affected by the US-Iran war. The US is disinvesting in long-term energy security by ceding the renewable energy industry to China and actively cancelling climate commitments. Consider that 10% of global carbon emissions stem from heating buildings, which dwarfs energy use by AI and could be cut fivefold by using heat pumps powered by renewable energy. With respect to housing affordability, federal housing subsidies have changed little over three decades, in inflation-adjusted terms, even as housing costs have spiked and homeowners have enjoyed robust tax incentives.

As for AI itself, the concentration of power and wealth in these tech companies is the greatest existential risk facing society today. This means we must limit corporate power, especially corporations’ ability to exploit the public and manipulate our political system.

Opposing datacenters should be just a starting point. We can advocate for states to regulate AI, to reject irresponsible uses of the technology, and shape corporate behavior. We can fight for AI computation to be taxed, so that the public can capture some of the profit of AI use while also forcing AI companies to internalize more of the energy and environmental consequences associated with its use. And we all can join the global movement for Public AI, an alternative ecosystem for AI that is developed under public control with an incentive structure to create public benefit rather than private profit.

The US midterm elections present ample opportunity for those seeking to control the AI political agenda. In the recent New York congressional Democratic primary, Pacs linked to the dueling AI companies Anthropic and OpenAI spent millions of dollars lobbying for or against “AI safety”, the idea that we must urgently monitor and prevent people from using AI to cause catastrophic harms. We’re already seeing a similar dynamic play out in races in Massachusetts and other states.

Why would Anthropic and OpenAI – bitter industry rivals but fundamentally on the same side politically – support opposing viewpoints? Because they both ultimately profit from the mystique: the idea that their products are so powerful that controlling those products is the world’s most important challenge. Here’s the typical read on the dynamic. To one side (backed by OpenAI affiliates), “safety” comes from the appearance of US industry dominating AI innovation, under the slow-moving control of federal lawmakers (and without pesky state regulators in the way). To the other side (backed by Anthropic), “safety” means a heavier regulatory framework that plays to Anthropic’s posturing as the ethics- and compliance-focused AI vendor. In both cases, it’s more marketing than principled concern about safety.

Political organizers should call out and reject the AI companies’ framing of the debate, and reorient campaign agendas around populist resistance to corporate concentration of wealth and power. When AI companies pump millions into legislative races, the result should not be hyperbolic discussion of AI superintelligence. And when a plot of land in a small town is pitched as a datacenter site, the debate should be about more than the local costs and benefits. It should include out-of-control money in politics, and Citizens United-proof solutions to limit corporate influence like public financing and state regulation.

We all have a vested interest in what’s on the policy agenda, and what the outcomes are. Today, the greatest risk AI poses to society is the exacerbation of inequality and the concentration of wealth. The real problem is trillion-dollar AI companies and their trillionaire oligarchs cozying up to political power in Washington and governments worldwide, and using their money to enact their agenda over the popular will of the people. This is the issue we’d like to see put front and center, and it requires solutions much more extensive than slowing datacenter development.

[Bruce Schneier is a security technologist who teaches at the Harvard Kennedy School at Harvard University and University of Toronto’s Munk School

Nathan E Sanders is a data scientist affiliated with the Berkman Klein Center of Harvard University and co-author, with Bruce Schneier, of the book Rewiring Democracy: How AI Will Transform Our Politics, Government, and Citizenship]   https://www.theguardian.com/commentisfree/2026/jul/09/ai-datacenter-company-politics",,
2505077143342653,2024-06-26 07:30:09+00:00,California,1,state mention is not evidence of post origin,"Microsoft has concluded its ambitious Project Natick, an experiment involving placing large datacenter containers underwater. Launched in 2015 to explore the feasibility of underwater datacenters powered by renewable energy, the project yielded promising results during tests off California's coast and later in waters near Scotland. Despite encountering minimal issues after retrieval in 2020, Microsoft has decided to end the project. Project Natick aimed to create easily deployable, cost-effective, and environmentally friendly datacenters. Insights gained, such as increased reliability of underwater servers compared to land-based ones, will inform future innovations. Microsoft plans to apply lessons learned, particularly in operations below sea level and server vibration impacts, to advancements like liquid-cooled datacenters. While Project Natick has concluded, its influence on datacenter technology and sustainability initiatives remains significant.

#Microsoft #ProjectNatick #DatacenterTechnology #UnderwaterDatacenters #EnvironmentalTechnology #RenewableEnergy #CxOnews #CxOGlobalForum",,
2463025864191678,2026-06-08 04:20:38+00:00,Oklahoma,1,state mention is not evidence of post origin,"Edmond city leaders are set to discuss a temporary moratorium on new data center development during Monday night’s city council meeting.

The city cited concerns about water usage, infrastructure demands, and the absence of local regulations for the growing industry.

The proposal comes as nearby Oklahoma City has already enacted a pause on data center projects, and controversy surrounding a proposed data center development in Yukon has drawn increased public attention.

“This might make us a target for mega industrial users like a data center,” Edmond City Council Member Barry Moore said during a May 11 discussion about the city’s plan to expand its water treatment capacity.

Do we have any protections in place to prevent a large data center from building in Edmond?” Moore said.

Edmond Planning Director Ken Bryan told council members that the city’s zoning code does not currently include a specific category for data centers.

“The current zoning code doesn’t have that as a use,” Bryan said.

Minutes later, Moore discussed the possibility of a moratorium while the city studies the issue.

#entuncut #oklahoma #edmond #datacenter",,
1566657967802861,2025-10-21 14:05:15+00:00,Virginia,1,state mention is not evidence of post origin,"Hivelocity is proud to announce that Jeremy Pease will be speaking at DCD>Connect | Virginia November 3rd!

Jeremy will join the DCD>Debate “Cloud supremacy: Is Big Tech’s dominance a boon or barrier for innovation?” at 11:15 AM, sharing his perspective on how market consolidation and AI investment are shaping innovation, competition, and customer choice in the cloud ecosystem.

📅 Planning to attend DCD>Connect | Virginia? Don't miss a chance to meet with Hivelocity and connect with leaders shaping the future of digital infrastructure.

👉 Request a meeting here: https://www.imillerpr.com/landing-page-hivelocity-request-to-meet-with-hivelocity/

#Hivelocity #DCDConnect #Cloud #DigitalInfrastructure #AI #BareMetal #DataCenter #Hyperscale #Innovation #TechLeadership",,
836267569101488,2026-03-26 11:46:31+00:00,Georgia,1,Georgia may refer to the country,"👀”A bill proposing a pause on new AI data center construction was introduced by Federal lawmakers (Sen. Sanders and Rep. Ocasio-Cortez) with ""Artificial Intelligence Data Center Moratorium Act,"" but it has not yet passed, on 3/25/26. The legislation aims to pause construction until federal safeguards are established for energy, environmental, and community impact.” The Washington Post
#data #datacenter #america #georgia #columbusga",,
4651848868471908,2026-03-30 15:51:21+00:00,Oklahoma,1,state mention is not evidence of post origin,"COWETA DATA CENTER SCRAPPED — WE WON… AND NOW WE FINISH THIS!

The developer officially scrapped the Coweta data center project.

Let that sink in.

After months of secrecy… backroom negotiations… and elected officials hiding behind NDAs…

It’s over.

And yes — we believe public pressure and our lawsuit against the City of Coweta played a major role in stopping it.

This is what happens when people push back.

But we’re not done. Not even close.

Because this fight was never just about a data center.

It was about whether city officials can:
   •   Cut deals in secret
   •   Sign NDAs with private corporations
   •   Shut the public out of decisions that impact their community

So let’s be crystal clear:

We are NOT dismissing our lawsuit.

We are moving forward — full speed — to prove that Coweta officials violated Oklahoma Open Meeting laws.

Why?

Because if they did it here, they’ll do it again.
And other cities will follow unless someone draws a line.

We intend to send that message loud and clear to:
➡️ Coweta
➡️ Sand Springs
➡️ Claremore
➡️ Every city in Oklahoma

You don’t get to govern in secret.
You don’t get to hide behind NDAs.
And you don’t get to ignore the people you were elected to represent.

We stopped the project. Now we’re going to hold them accountable.

#Coweta #DataCenter #OklahomaFirst #OpenMeetingsAct #Transparency #GovernmentAccountability #NoMoreSecrets #GuerrillaPublishing #WeThePeople",,
805918169278288,2026-04-06 02:51:16+00:00,Ohio,1,state mention is not evidence of post origin,"If you would like to join in the efforts to fight against the data centers from destroying our land and resources...
Join for Sandusky County and surrounding area residents!

VOLUNTEER PETITIONERS NEEDED!
GROUNDWORK FOR THOSE WANTED TO STAND ROOTED!!!!

We are in need of volunteers to help with petitioning and if we can get as many to join in the effort the better!
We need to let our voices be heard and show them we NEED to stand rooted in our lands and not destroy our resources, community, and they DO NOT provide permanent jobs to the area! 
Most in some areas will be forced to shut down and see that the cons outweighed the expectations of there projected outcome.
#datacenter #standrooted #petition #Ohio #rurallife #NoDataCenter #SaveOurLand #WeThePeople

https://www.facebook.com/share/g/1AV77DXayt/",,
1030076643334028,2026-07-25 14:28:35+00:00,Georgia,1,Georgia may refer to the country,"🏗️🌳 Georgia Residents Push Back Against Proposed AI Data Center Development

Residents of Coweta County, Georgia, are organizing a grassroots campaign to oppose Project Sail, a proposed 800-acre data center campus southwest of Atlanta. The development would reportedly include nine data center buildings covering approximately 4.34 million square feet, making it one of the region's largest planned technology projects.

Opponents of the project are collecting signatures to place the county's zoning approval before voters in a county-wide referendum. Organizers say they have gathered thousands of signatures and are working toward the number required under Georgia law. If the petition qualifies and the referendum succeeds, it would be a relatively uncommon use of this local legal process.

Residents opposing the project have expressed concerns about its potential impacts, including:

💧 Increased demand for water and pressure on local water resources.

⚡ Higher electricity demand and expansion of power infrastructure.

🌿 Effects on rural landscapes, wildlife habitats, and nearby streams during and after construction.

🚚 Increased traffic, noise, and industrial development in a largely rural community.

Supporters of the project argue that large data centers can also bring benefits, such as:

💼 Construction and long-term technology jobs.

🏛️ Additional tax revenue for local governments and public services.

📡 Expanded digital infrastructure needed to support cloud computing, artificial intelligence, and other online services.

The dispute reflects a broader trend across the United States, where communities are increasingly debating how to balance the rapid growth of AI infrastructure with local environmental and quality-of-life concerns. Similar discussions have emerged in several states over issues such as electricity consumption, water use, land development, and tax incentives for data center projects.

While many residents involved in the campaign describe it as bipartisan, local opinions remain diverse. Some view the project as an economic opportunity, while others believe stricter oversight is needed before additional large-scale data centers are approved.

The future of Project Sail will depend on local legal procedures, public participation, and regulatory review. Regardless of the outcome, the debate highlights a growing challenge facing many communities: how to accommodate the expanding infrastructure needed for artificial intelligence while protecting local resources and addressing residents' concerns.

source: Pratt, T. (2026, June 14). A Georgia datacenter threatens local rivers. Residents are joining a national push to stop it. The Guardian.",,
2266323014129086,2026-05-16 10:40:57+00:00,Georgia,1,Georgia may refer to the country,"Georgia Data Center Nightmare! Coweta County Just Voted 3-2 To Approve “Project Sail”. With This Vote Georgia Power Now Has Eviction “Rights” To All Surrounding Homes Via Eminent Domain!

Many Families Are Losing Their Childhood Homes Because This Data Center Requires More Energy Than A Nuclear Power Plant Just To Operate!

Should We Ban All Data Centers ? 

#truth #georgia #datacenter #coweta",,
4620567388190717,2026-02-13 20:11:52+00:00,Oklahoma,2,state mention is not evidence of post origin,"SAND SPRINGS SOLD OUT FOR PENNIES!!!

What’s almost more depressing than Sand Springs City Council selling out their own citizens… is how CHEAP the sell-out was.

Look, we’ve said it before — we are NOT fans of these data center deals. But if a city is going to make a deal that impacts residents, utilities, infrastructure, and long-term costs, the bare minimum expectation is that the city fights to get major concessions in return.

Case in point: Lebanon, Indiana. They at least understood a basic reality — the PEOPLE ultimately pay the bill. So they negotiated for benefits, protections, and concessions.

Sand Springs?
Apparently the negotiating strategy was: “Sure, take it.”

This deal will impact residents for YEARS, and the city handed it over for scraps. That’s not leadership. That’s surrender.

And we’re just getting started.

More in the lawsuit coming next week.

Stay tuned, this story is FAR from over.

#SandSprings #Oklahoma #DataCenter #Transparency #OpenRecords #GovernmentAccountability #FollowTheMoney #LocalGovernment #InvestigativeJournalism #GuerrillaPublishing #MoreToCome",,
1390070159891941,2024-11-25 20:21:07+00:00,Virginia,1,state mention is not evidence of post origin,"On Oct. 3, 1863, at the height of the Civil War, President Abraham Lincoln declared that the last Thursday in November would be a national day of Thanksgiving, a chance for Americans to take stock of all that they had to be thankful for and to reflect on the sacrifices made by countless soldiers and their families in the hopes of preserving the country itself.

Today, 161 years later, Virginia’s Civil War battlefields, state and national parks, and other historic and recreational sites are under threat from uncontrolled data center development. One notable example is Wilderness Battlefield, in Orange County, named one of America’s 11 Most Endangered Historic Places in 2024 by the National Trust for Historic Preservation.

The primary threat to the battlefield is a planned megadevelopment called Wilderness Crossing. Totalling approximately 2,600 acres, the site is slated for a mix of residential, commercial and data center space. 

Virginians are lucky to have incredible access to important historic sites like Wilderness Battlefield, many of which also provide excellent opportunities for outdoor recreation. This is thanks to decades of work by local citizens, nonprofit organizations, and government agencies working together to protect and open up these important sites to the public.

These special places, supported by tremendous public investment, are now at risk. The noise, visual impacts, and water usage of data center campuses, as well as the enormous amount of energy infrastructure needed to power them fundamentally threaten the experience of the millions of people who visit these sites each year. 

We need your help to protect Wilderness Battlefield and to reform data center development here in Virginia. 

Here are a few things you can do today to protect our public resources:

-- Donate to the American Battlefield Trust, Central Virginia Battlefields Trust, and Friends of Wilderness Battlefield. They are seeking financial support for their lawsuit seeking to prevent the Wilderness Crossing development from moving forward.

-- Reach out to your elected officials. Email, call, or write a letter to your local and state representatives to let them know that you support increased regulation on the data center industry and protections for our public spaces.

-- Attend public meetings. If there are any data center projects being proposed in your town or county, attend a public hearing about them. Decisions about projects like these are made without much public attention. Show up and let your local government know where you stand.  

-- Support the Piedmont Environmental Council and other Wilderness Battlefield Coalition members. We need your support to continue this work. 

Learn more at https://www.pecva.org/region/orange/imperiled-by-development-wilderness-battlefield-named-one-of-nations-11-most-endangered-historic-places/

-----------------------------

Wilderness Battlefield Coalition members:
American Battlefield Trust
Central Virginia Battlefields Trust
Cedar Mountain Battlefield
The Coalition to Protect Americas National Parks
Friends of Wilderness Battlefield
Historic Germanna
The Journey Through Hallowed Ground
National Parks Conservation Association
National Trust for Historic Preservation
Piedmont Environmental Council 
Preservation Virginia

#datacenter #historicpreservation #civilwar #civilwarbattlefields #history #americanhistory #virginia #ai #artificialintelligence #orangecountyva #wildernessbattlefield",,
1762205174937934,2026-02-13 14:57:13+00:00,Texas,1,state mention is not evidence of post origin,"The city of Round Rock approved an ordinance Thursday night to rezone land for a proposed data center, and it’s a development many nearby residents strongly oppose.

Skybox Datacenters, a company that operates data center campuses across the U.S., is planning to build a new data center facility on vacant land located east of N. A.W. Grimes Boulevard and south of E. Old Settlers Boulevard. In the Austin Metro, Skybox already has locations in Pflugerville and Hutto.

“Our concern is — we’ve researched this — is that the use of water will double and electricity will go up,” said Mosebar.

Neighbor Stephen Hau, who lives roughly 800 feet from the site, said his biggest concerns are environmental.

“My main concerns are environmental as they impact the people in the area,” said Hau. “The light pollution, of course, the utilities.”

Skybox Datacenters Chief Development Officer Haynes Strader pushed back on several of the claims circulating. He said the facility will use a closed-loop cooling system that recycles nearly all of its water.

“The data center itself uses very little water — and once charged — it’s recycled with 98% retention. The charging of the building is about 20,000 gallons, which is about equivalent to a residential-sized pool,” Strader said. “If you put five houses out here — or a single industrial building—that’s going to use dramatically more water than what our facility would use.”

Strader also said the center’s electricity demand will not raise utility bills for residents.

#Datacenter #roundrocktx #Texas",,
1394347762638438,2026-08-03 22:26:09+00:00,Texas,1,state mention is not evidence of post origin,"BREAKING: Abbott Just Put All New Texas Data Centers On Hold.

Texas has been racing to build massive data centers.

Now Abbott says stop.

He ordered ERCOT and state regulators to audit projects before they can move forward with grid connections. The state wants answers on power use, water, tax breaks, infrastructure costs, ownership, and community impact.

Texas says roughly 90% of new power requests are coming from data centers.

For Collin County, this is huge: projects now have to prove they will not drain our power, water, and money before moving ahead.

Should every data-center audit be made public before a project is approved?

#datacenter #GregAbbott #TexasNews #collincounty #powergrid #politicsnews #BreakingNews",,
1370633768601225,2026-06-11 00:42:47+00:00,Texas,1,state mention is not evidence of post origin,"A Texas community sold land that was originally donated for public use for around $10 million to make way for a data center.

Some call it progress. Others call it a broken promise.

What would you choose? 🤔
#datacenter #texas #futuregeneration #economicdevelopment #discussion",,
1670829224216328,2026-07-14 17:12:38+00:00,Texas,1,state mention is not evidence of post origin,"This morning, I called for a special legislative session to address the data center crisis in Texas.

Communities can’t wait for new regulations to go into place next year. We need to address our water and energy crisis NOW — before it’s too late for families, farmers, and ranchers.

Read more at Goodwin4Texas.com/datacenters 

#datacenter #water #texas #texasgrid",,
1356800913245343,2026-07-08 20:19:15+00:00,Georgia,1,Georgia may refer to the country,"Join us this evening at the City Hall! If you can't attend,  sign the petition in the link below and contact EACH Council member at the emails provided. Don't sleep on this or you will regret it later 🥴⛔️🚫☑️

#datacenterconstruction #datacenter #bellsferryrd #inyourbackyard #StandUpSpeakOut #peacefulprotest #cityhall #CityofMarietta North Georgia CAN Indivisible Cherokee United City of Marietta, Ga., Government #enoughisenoughisenough #summervibes",,
